"Ano","UF","Pop_Idade_Trab","Pop_Forca_Trab","Pop_Ocup","Pop_Ocup_Trab_Form","Pop_Desoc","Pop_Forca_Trab_Pot","Pop_Subut","Tx_Particp","Nivel_Ocup","Tx_Form","Tx_Desoc","Tx_Compo_Subut","Rend_Med_Trab_Princ","Rend_Med_Todos_Trab","Rend_Hora_Med_Trab_Princ","Rend_Hora_Med_Todos_Trab","Total_1000_Pess_Ocup","Homens","Mulheres","Branca","PretaParda","X14a29","X30a49","X50a59","X60oumais","Sem_Instr_Fund_Incomp","Fund_Comp_Med_Incomp","Med_Comp_Sup_Incomp","Sup_Completo","Ate14h","De15a30h","De31a39h","De40a44h","De45a48h","X49ouMais","Rend_Dom_Percap_Medio","Rend_Dom_Percap_Mediano","Rend_Dom_Percap_Medio_H","Rend_Dom_Percap_Mediano_H","Rend_Dom_Percap_Medio_M","Rend_Dom_Percap_Mediano_M","Rend_Dom_Percap_Medio_Branca","Rend_Dom_Percap_Mediano_Branca","Rend_Dom_Percap_Medio_Parda","Rend_Dom_Percap_Mediano_Parda","Rend_Dom_Percap_Medio_Preta","Rend_Dom_Percap_Mediano_Preta","Rend_Dom_Percap_Medio_PretaParda","Rend_Dom_Percap_Mediano_PretaParda","Total_Pess","Sem_Rend","MaisdeZeroate1quarto","Maisde1quartoate1meio","Maisde1meioate1","Maisde1a2","Maisde2a3","Maisde3a5","Maisde5","Canada_Quebec_Dolar","Canada_Quebec_Euro","Switzerland_Dolar","Switzerland_Euro","China_Dolar","China_Euro","Europe_Dolar","Europe_Euro","United_Kingdom_Dolar","United_Kingdom_Euro","South_Korea_Dolar","South_Korea_Euro","New_Zealand_Dolar","New_Zealand_Euro","USA_California_Dolar","USA_California_Euro"
2012,11,1208,787,742,394,45,44,134,65.1,61.4,53.1,5.7,16.2,1876,1938,11.6,11.6,742,61.7,38.3,32.6,66.9,36,48.5,10.8,4.7,38.4,21.7,30,9.9,6.1,17.2,6.8,38.1,15.9,15.9,1023,671,1049,680,996,665,1264,796,884,621,1037,798,902,631,1628,1,12.6,25.4,31.3,20.6,4.5,2.6,2,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,12,538,326,296,135,30,32,85,60.5,55,45.7,9.1,23.8,1933,2017,12,12,296,59.8,40.2,23,76.5,35.6,48.3,10.9,5.2,37.7,17.1,32.4,12.8,3.8,19.2,7,35,19.5,15.4,891,477,921,487,862,475,1209,572,786,457,859,523,790,459,777,1.5,24.5,27,24.4,13.9,4.7,2.5,1.5,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,13,2489,1566,1414,617,152,105,335,62.9,56.8,43.6,9.7,20,2056,2118,12,12,1414,62.1,37.9,21.1,76.9,35.9,47.1,12.1,4.9,36.7,15.5,38.1,9.7,2.6,19.8,7.6,30.9,20.9,18.2,964,492,979,492,950,491,1672,737,787,463,860,581,789,465,3537,1.4,23.6,27.5,26.1,13.3,3.1,2.6,2.3,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,14,298,193,178,90,15,18,44,64.8,59.7,50.7,8,20.8,2361,2494,15.4,15.4,178,59.7,40.3,23,74.7,37.2,50.3,8.8,3.7,24.2,14.7,44.9,16.2,2.7,25.5,6.1,36.1,14.6,14.9,1190,673,1192,680,1188,668,1888,1098,1012,604,1230,569,1027,602,427,1.5,13.3,25.8,27.6,18.1,6.2,4.6,2.9,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,15,5647,3547,3286,1143,261,403,1036,62.8,58.2,34.8,7.4,26.2,1611,1685,10.1,10.1,3286,61.5,38.5,19.6,79.8,36.8,46.8,11.4,5,44.7,17.9,30.1,7.3,6.9,22.6,7.2,28.9,16.3,18.1,825,487,835,487,815,487,1169,629,734,457,806,513,740,461,7910,0.7,23,29.8,26.3,13.4,3.3,2.1,1.3,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,16,497,325,282,135,43,20,76,65.4,56.7,48,13.3,22.1,1999,2046,12.2,12.2,282,59.1,40.9,17.5,82,34.5,51.2,10.8,3.6,30.4,16.1,40,13.6,3,20.6,7.4,29.5,22.8,16.7,909,509,937,510,882,504,1321,625,816,486,949,554,827,487,721,0.6,19.8,30.8,25.4,14,5.1,3.1,1.2,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,17,1046,646,595,262,51,51,148,61.8,56.9,44.1,7.9,21.2,1801,1838,11,11,595,61.7,38.3,25.2,74,36.4,48.4,10.6,4.5,34.5,17.4,35.8,12.4,4,15.9,6.6,42,17.6,13.9,912,556,925,578,899,536,1399,813,772,508,730,495,768,508,1436,0.7,17.3,29.2,29.3,15.1,3.8,3.2,1.4,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,21,4841,2718,2504,830,215,256,723,56.2,51.7,33.1,7.9,24.3,1164,1211,7.9,7.9,2504,61.8,38.2,19.3,80.3,37.2,45.8,11.7,5.2,45.5,17.5,30.6,6.5,6.2,25.3,7.7,32.4,16,12.4,584,391,585,389,584,392,779,476,536,374,551,385,537,374,6764,1.3,31.2,31,24.7,8.9,1.5,1,0.5,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,22,2466,1416,1331,470,85,224,524,57.4,54,35.3,6,31.9,1188,1270,8.1,8.2,1331,58.7,41.3,21.4,78.6,33.6,47,13.1,6.2,48,16.2,26.6,9.2,8.8,24.6,7.6,34.3,11.5,13.2,720,482,725,481,716,482,879,540,680,466,656,504,678,471,3207,0.3,24.9,28.9,29.5,11.8,2.2,1.4,0.9,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,23,6654,3686,3397,1384,289,473,1141,55.4,51.1,40.7,7.8,27.4,1496,1527,9.4,9.4,3397,59.8,40.2,30,69.6,35.6,46.7,11.8,5.9,40,17.9,32.7,9.4,5.9,18.9,6.5,35.6,17.2,15.9,811,479,802,475,820,482,1091,600,690,429,665,443,689,431,8716,0.7,24.9,29.5,27.2,11,2.8,2.5,1.4,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,24,2533,1443,1287,627,156,162,459,57,50.8,48.7,10.8,28.6,1501,1551,10.2,10.1,1287,61.1,38.9,40.5,59.2,36.6,47.3,10.9,5.1,40.6,16.7,33.2,9.4,7.4,21,7,35,15.2,14.4,831,522,843,527,819,520,1009,603,707,488,700,503,707,489,3299,0.5,19.6,30,30.7,13.5,2.7,1.8,1.3,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,25,2954,1656,1497,595,159,212,590,56.1,50.7,39.8,9.6,31.6,1334,1402,9,9,1497,61.1,38.9,33.1,65.9,33.1,47.8,13,6.1,48.2,13.6,28.5,9.6,6.8,22.5,7.2,30.5,15.8,17.2,787,486,780,477,793,494,1004,589,672,450,732,482,676,451,3850,0.8,23.4,29,28.7,12.7,2.3,1.6,1.4,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,26,6924,3842,3486,1661,356,347,1004,55.5,50.4,47.6,9.3,24,1780,1830,11.2,11.2,3486,60.3,39.7,34.9,64.5,33.3,47.9,13.4,5.4,40.3,15,32.7,12.1,4.5,20.8,7.2,33.8,17.6,16,920,487,903,488,936,487,1340,644,702,430,793,499,710,437,9060,1.2,21.6,30.4,26.8,12,3.1,2.4,2.4,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,27,2400,1245,1103,578,142,129,344,51.9,46,52.4,11.4,25,1409,1430,9.2,9.2,1103,63.4,36.6,23.7,75.8,34.4,49.9,11.6,4.1,46,16.4,28.2,9.4,4.2,20.5,6.2,37.4,19.1,12.6,686,449,682,445,689,453,898,501,613,424,684,469,617,425,3221,1.6,24,33.7,26.2,10.1,2.4,1.2,0.8,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,28,1639,1001,897,397,103,115,339,61,54.7,44.3,10.3,30.4,1632,1719,11,11.1,897,60.2,39.8,25.5,74.2,35,47.5,13,4.6,44.8,14.8,29.9,10.5,7,25.4,7.5,29.1,13.9,17.2,950,496,969,499,932,490,1319,656,817,466,857,519,821,471,2149,1.3,20.9,29.7,26.8,11.4,4.2,3.1,2.4,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,29,11029,6888,6105,2449,782,761,2497,62.5,55.4,40.1,11.4,32.6,1438,1516,9.6,9.7,6105,59.2,40.8,19.8,79.5,33.6,48.2,12.7,5.5,43.7,14.7,33,8.6,7.8,19.7,6.4,34.8,15.8,15.5,854,477,858,481,850,470,1198,570,753,448,821,507,768,461,14410,1.1,24.2,29.1,26.9,11.7,3.3,1.8,2,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,31,16082,10297,9602,5751,695,530,1924,64,59.7,59.9,6.7,17.8,1916,2010,11.9,11.9,9602,58.3,41.7,45.2,54.4,33,47.5,13.9,5.6,37.1,17.4,32.8,12.6,4.1,15.1,6,39.7,17.9,17.2,1240,809,1260,828,1220,795,1604,974,963,678,876,674,950,678,20213,0.8,9.1,20.6,33.7,23.7,6.1,3.3,2.6,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,32,2916,1951,1806,1082,145,63,291,66.9,61.9,59.9,7.4,14.4,1993,2058,12,12,1806,57.7,42.3,42.5,57.1,33.6,47.7,13.8,4.9,33.4,18.1,36.5,12.1,2.8,15.2,5.7,40.3,20.2,15.9,1259,815,1284,829,1234,804,1583,963,1043,728,933,675,1027,715,3685,0.9,7.6,20.5,34.5,22.6,7.1,4.3,2.6,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,33,13384,8153,7538,5126,616,218,1110,60.9,56.3,68,7.6,13.3,2426,2496,15.1,15.2,7538,57.4,42.6,46.5,53.1,28,49.2,16.4,6.3,24.9,18.4,40.3,16.4,3,13.2,6.4,40.4,19.7,17.3,1560,948,1579,952,1543,935,2145,1174,1103,780,1015,720,1080,766,16496,1.2,6.1,18.5,31.1,24.9,7.6,5.7,4.9,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,35,34886,22639,21001,14919,1638,832,3339,64.9,60.2,71,7.2,14.2,2844,2914,16.8,16.8,21001,57.1,42.9,64.4,34.3,32.2,48.1,14,5.7,21.6,16.9,41.4,20.1,3,11,5.8,43,20.7,16.6,1805,1098,1844,1119,1768,1080,2150,1274,1133,863,1152,905,1136,872,43071,1.2,3,13.4,29.9,30.8,10,6.1,5.6,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,41,8609,5744,5455,3665,289,222,809,66.7,63.4,67.2,5,13.6,2347,2439,14.2,14.3,5455,57,43,70.8,28.1,33.9,46.1,14.4,5.6,30.2,19.9,34.5,15.3,4.1,12.3,5.4,44.6,16.2,17.3,1525,988,1547,996,1504,979,1709,1112,1027,772,1212,945,1047,789,10801,0.7,4.2,15.7,32.1,29.6,9.1,4.8,3.6,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,42,5227,3492,3374,2527,118,73,315,66.8,64.6,74.9,3.4,8.8,2428,2491,14.3,14.4,3374,56.4,43.6,86.8,13,35.2,48,12.8,4,27.9,21.5,36.1,14.5,2.8,11.8,4.7,49.3,15.2,16.2,1608,1148,1633,1162,1584,1130,1693,1205,1065,822,1096,851,1071,829,6517,0.6,2.8,11,29.9,35.2,11,6.2,3.1,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,43,8886,5779,5468,3634,311,202,825,65,61.5,66.5,5.4,13.8,2438,2525,14.4,14.5,5468,56.6,43.4,84.6,15.2,31.3,46.4,16,6.3,33.1,18.8,34.8,13.3,4.1,14.2,5.6,42.7,14.5,18.9,1651,1041,1657,1041,1645,1038,1777,1108,1003,723,1034,787,1013,741,10991,0.6,4.2,14.5,31.3,30.3,9,5.7,4.5,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,50,1910,1257,1180,711,77,68,218,65.8,61.8,60.3,6.1,16.5,2189,2259,13.7,13.7,1180,59.7,40.3,47.3,50.9,35.2,48,11.7,5,37.9,18.7,30.9,12.4,4.1,13.8,5.4,40.9,18.1,17.8,1301,864,1342,890,1258,837,1590,983,1026,758,1145,794,1041,766,2492,0.5,5.2,19.9,35.9,25.6,6.4,4.2,2.3,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,51,2401,1556,1476,871,80,55,200,64.8,61.5,59,5.1,12.4,2269,2329,13.3,13.3,1476,62.4,37.6,36,63.1,33.9,48.7,12.7,4.7,33.5,20.5,33.5,12.5,3.4,14,5.2,43,17.1,17.3,1300,843,1356,876,1244,816,1777,1015,1038,736,1004,793,1034,743,3135,0.8,6.1,19.1,36.5,24.5,6,4,3,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,52,4877,3241,3077,1774,164,128,442,66.4,63.1,57.6,5,13.1,2159,2222,13.2,13.2,3077,59,41,36.6,63.2,34.9,49.2,11.5,4.4,32.6,20.8,34.8,11.8,3.1,14.3,6.3,39.2,19.9,17.1,1291,861,1330,897,1253,839,1640,995,1083,788,996,760,1076,786,6312,0.6,4.7,21.1,35.2,25.4,6.8,3.7,2.4,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,53,2135,1446,1317,957,129,52,227,67.7,61.7,72.7,8.9,15.2,4113,4246,25.7,25.9,1317,53.7,46.3,40.9,58.2,31.5,51.1,13,4.4,19.9,14,38.7,27.5,2.7,13.5,9.3,44.2,19,11.3,2609,1143,2624,1156,2597,1133,3696,1741,1823,956,1722,883,1809,934,2716,1.1,4.3,15,26.1,21,9.8,9.1,13.7,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2013,11,1253,791,750,414,41,36,112,63.1,59.8,55.2,5.2,13.5,1902,1947,11.6,11.6,750,63.5,36.5,33.6,65.7,36.3,47,12.8,4,39.9,19.3,30.5,10.3,4.9,17,6.2,41.1,17.6,13.2,1019,703,1047,711,988,692,1250,839,892,642,980,710,900,646,1647,1.6,11.9,23,33.3,21.2,4.7,2.8,1.5,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,12,549,325,297,131,28,32,78,59.1,54.1,44.1,8.5,21.9,1827,1895,11.5,11.5,297,62.2,37.8,21.8,77.7,35.4,48.4,11.6,4.6,39.3,17.3,31.4,12,4.1,18.3,7.4,38.3,19.1,12.8,880,492,896,497,863,490,1265,625,771,473,805,503,773,475,790,1.7,23.9,26.4,25.8,14.8,3.5,2.2,1.6,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,13,2540,1638,1476,655,162,70,306,64.5,58.1,44.4,9.9,17.9,2021,2094,13.4,13.4,1476,61.4,38.6,17.3,81.2,34.6,48,12.1,5.2,34.5,14.8,39.8,10.9,2.9,21.1,7.2,34.6,18.7,15.5,953,498,977,515,929,488,1951,722,751,475,848,529,754,476,3601,1.1,21.8,29.3,28.2,11.6,3.4,2.5,2.3,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,14,310,205,189,93,16,22,51,66.1,61,49.2,7.8,22.6,2376,2488,16.1,15.9,189,59.5,40.5,23.8,73.1,37.2,48.9,10.4,3.5,25.9,17.1,39.4,17.5,5.2,22.5,7.1,37.2,13.4,14.6,1219,663,1260,674,1179,633,1772,945,1091,596,937,702,1077,605,436,0.5,12.4,28.3,26.8,18.9,6.1,4.2,2.8,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,15,5804,3593,3338,1169,255,347,880,61.9,57.5,35,7.1,22.3,1589,1642,10.6,10.6,3338,62.3,37.7,19.3,80.3,35.4,47.8,11.7,5.1,44.7,18.2,29.1,8,6.5,24.1,7.3,30.3,15.5,16.3,823,487,826,490,821,482,1218,632,718,464,754,477,721,466,8002,0.7,22.4,30,28.5,12.1,3.1,1.8,1.4,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,16,536,338,295,149,42,21,85,63,55.1,50.4,12.5,23.7,2169,2209,12.9,12.9,295,61.8,38.2,20.4,79.4,32.3,51.8,12.1,3.8,27.8,18.1,39.2,14.9,2.1,19.6,11.2,32.4,19.6,15.2,1000,575,1029,621,971,542,1397,749,931,562,759,503,903,546,738,1.2,14,29.7,26.4,18.7,5.5,2.9,1.6,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,17,1071,653,607,265,46,65,170,60.9,56.6,43.6,7.1,23.7,1800,1839,11.3,11.4,607,61.7,38.3,20.2,79.4,35,48.9,10.9,5.2,32.9,18,36.6,12.5,5,19,6.6,39.4,17.3,12.6,934,569,980,588,887,560,1319,712,840,536,747,489,831,531,1453,0.9,15.8,29.8,31.2,14.8,3.8,2,1.7,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,21,4905,2724,2502,825,222,268,709,55.5,51,33,8.1,23.7,1238,1270,8.1,8.1,2502,62,38,19.9,79.7,36,46.6,12.1,5.2,43.2,17.2,31.4,8.1,5,24.7,7.2,36.7,15.7,10.7,601,403,611,409,592,400,785,497,563,385,511,370,555,383,6799,1.7,29.3,30.6,26,9.7,1.5,0.7,0.5,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,22,2474,1473,1364,505,109,234,575,59.5,55.1,37.1,7.4,33.7,1390,1507,9.3,9.4,1364,59.8,40.2,22.7,77.2,32,47.2,13.7,7.2,46.8,15.8,25.8,11.6,10.1,25,7.7,33.8,11,12.3,869,520,876,532,862,513,1212,687,768,484,747,529,766,485,3212,0.2,21.7,28.3,29.6,13.2,3.5,1.6,1.9,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,23,6775,3795,3502,1444,293,406,1028,56,51.7,41.2,7.7,24.5,1510,1554,9.3,9.3,3502,59.2,40.8,29.8,70,36.2,45.7,12.4,5.6,37.9,18.7,33.5,9.9,5.6,19,6,38.7,16.1,14.7,838,509,844,512,833,505,1211,660,686,473,652,508,684,478,8781,1,23.9,26.2,29.8,12.7,2.7,2.1,1.5,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,24,2588,1484,1324,640,161,156,454,57.3,51.1,48.4,10.8,27.7,1556,1630,10.2,10.3,1324,60.4,39.6,38.8,61.1,33.3,50,12.6,4.1,40.2,15.2,33.8,10.8,6.7,20.6,7.7,35.8,15.1,14.1,890,558,903,566,877,552,1058,663,770,514,936,668,779,519,3331,0.6,17.7,28.3,31.4,14.5,3.5,2.5,1.4,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,25,2940,1671,1517,591,154,272,674,56.8,51.6,39,9.2,34.7,1344,1420,9.6,9.7,1517,61.2,38.8,34.9,64.7,34.6,46.2,13.1,6.2,47.7,14.9,27.3,10.1,9.8,21,6.6,32,15.3,15.3,813,503,808,503,816,505,998,564,700,481,772,512,704,483,3868,0.7,21.6,29.6,29.4,12.4,3.2,1.7,1.4,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,26,7063,3844,3506,1692,337,285,849,54.4,49.6,48.3,8.8,20.6,1913,1971,12,12,3506,60.8,39.2,34.5,65.1,32.2,48.4,13.7,5.6,38.7,15.5,33.3,12.5,4.1,18.8,7.2,39.5,18.3,12.2,987,537,1011,540,964,534,1392,674,780,489,800,512,782,490,9129,1.5,19.5,27.9,28.8,14,3.1,2.3,2.9,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,27,2412,1257,1127,554,130,118,333,52.1,46.7,49.2,10.3,24.2,1420,1464,9.3,9.3,1127,63.3,36.7,23.8,75.9,33.2,50,12.2,4.6,47.4,15.8,27.8,9,4.3,23.1,6.3,37.8,18.5,10,692,435,705,434,680,436,903,542,626,404,653,407,628,405,3238,1.1,25.8,32.2,26.6,9.2,2.7,1.5,1,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,28,1646,983,883,417,100,110,323,59.7,53.6,47.2,10.2,29.6,1693,1810,11.2,11.3,883,58.3,41.7,25.5,73.9,34.8,49,12.4,3.8,44.7,14.2,30,11,5.7,24.5,8,33.1,14.4,14.4,979,501,992,501,967,502,1508,625,794,481,787,501,793,482,2171,1,21,29.5,26.8,12.4,4.2,2.8,2.3,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,29,11102,6882,6091,2611,791,738,2303,62,54.9,42.9,11.5,30.2,1491,1558,10.2,10.3,6091,59,41,19.6,79.8,32.1,49.9,12.4,5.5,41.6,14.7,34.8,8.9,7.8,20.7,6.5,37.5,14.6,12.9,862,511,883,516,843,505,1238,636,760,479,806,564,770,488,14477,1,21.7,28.4,29.3,12,3.6,2.5,1.5,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,31,16313,10549,9815,5991,734,491,1837,64.7,60.2,61,7,16.6,1993,2067,12.2,12.2,9815,58.2,41.8,43.4,56.4,32.7,46.7,14.5,6.1,36.2,18.1,33.4,12.3,4,15.5,6.6,41,17.5,15.4,1293,868,1326,886,1261,848,1682,1007,1011,738,934,746,999,741,20339,0.6,7.9,19.4,34.2,25,6.1,3.8,3,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,32,2969,1946,1814,1081,132,51,237,65.5,61.1,59.6,6.8,11.9,2145,2214,13,13.1,1814,59.6,40.4,41,58.5,33.1,47.7,14.6,4.6,34.1,16.9,36.5,12.5,2.4,14,5.6,45.8,19.2,13.1,1299,833,1331,854,1266,804,1714,1016,1024,719,1019,728,1023,720,3732,1,7.2,21.1,32.9,23.9,6.5,4.5,2.9,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,33,13512,8128,7564,5238,564,151,892,60.2,56,69.3,6.9,10.8,2514,2567,15.4,15.5,7564,57,43,45.8,54,27.8,49.6,16,6.7,23.7,18,41.1,17.2,2.5,13.1,6,42.8,21.5,14.1,1565,969,1597,986,1537,953,2110,1167,1121,792,1101,806,1116,794,16607,1.3,5.6,16.8,31.9,26,8.2,5.6,4.5,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,35,35319,23209,21461,15582,1748,613,3216,65.7,60.8,72.6,7.5,13.5,2940,3024,17.6,17.7,21461,56.2,43.8,63.5,35,30.8,48.6,14.7,5.9,21.1,16.9,41.4,20.6,2.8,11.1,5.6,44.1,20.8,15.6,1867,1130,1907,1153,1830,1108,2206,1292,1153,892,1294,980,1178,915,43502,0.9,2.9,12.7,29.3,31,9.9,7.6,5.7,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,41,8661,5791,5542,3807,249,172,652,66.9,64,68.7,4.3,10.9,2507,2575,14.9,14.9,5542,57.5,42.5,68.8,30.1,32.9,47.6,14,5.6,29,19.6,35.1,16.4,3.4,12.4,5.4,47.9,16,14.9,1570,1026,1609,1049,1532,1007,1757,1140,1103,847,1265,983,1118,860,10887,0.6,4.4,14,31.9,30,9.3,5.6,4.2,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,42,5338,3501,3380,2587,121,61,238,65.6,63.3,76.5,3.4,6.7,2523,2568,15.2,15.2,3380,56.8,43.2,86.2,13.6,34.7,47.9,13,4.4,25.5,22.4,36.6,15.5,2.2,11.7,4.1,54,13.8,14.3,1650,1200,1671,1207,1629,1190,1745,1257,1061,891,1218,971,1086,907,6606,0.5,2,10.4,29.3,37.2,11,6.2,3.4,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
